

modetest -M amdgpu -s  111@70:1920x1080


    +----------------------------------------------------------------------+
    ¦                 • MobaXterm Personal Edition v21.5 •                 ¦
    ¦               (SSH client, X server and network tools)               ¦
    ¦                                                                      ¦
    ¦ ? SSH session to srishanm@10.138.129.9                               ¦
    ¦   • Direct SSH      :  ?                                             ¦
    ¦   • SSH compression :  ?                                             ¦
    ¦   • SSH-browser     :  ?                                             ¦
    ¦   • X11-forwarding  :  ?  (remote display is forwarded through SSH)  ¦
    ¦                                                                      ¦
    ¦ ? For more info, ctrl+click on help or visit our website.            ¦
    +----------------------------------------------------------------------+

Welcome to Ubuntu 20.04.4 LTS (GNU/Linux 5.15.0-56-generic x86_64)

 * Documentation:  https://help.ubuntu.com
 * Management:     https://landscape.canonical.com
 * Support:        https://ubuntu.com/advantage

107 updates can be applied immediately.
To see these additional updates run: apt list --upgradable

New release '22.04.1 LTS' available.
Run 'do-release-upgrade' to upgrade to it.

Your Hardware Enablement Stack (HWE) is supported until April 2025.
Last login: Tue Jan  3 14:55:08 2023 from 10.136.38.122
srishanm@TRX40-1:~$
srishanm@TRX40-1:~$
srishanm@TRX40-1:~$ ssh root@10.136.44.89
Password:
localhost ~ # cd /
localhost / #
localhost / # dmesg -C
localhost / # dmesg -w
[ 4077.277856] PM: suspend entry (s2idle)
[ 4077.306696] Filesystems sync: 0.028 seconds
[ 4077.306713] PM: Preparing system for sleep (s2idle)
[ 4077.310157] Freezing user space processes ... (elapsed 0.000 seconds) done.
[ 4077.312479] input input9: PM: input_dev_suspend+0x0/0x47 returned 0 after 0 usecs
[ 4077.312483] sound pcmC0D9p: PM: calling do_pcm_suspend+0x0/0x23 @ 9381, parent: card0
[ 4077.312485] usb 3-1.2: PM: usb_dev_suspend+0x0/0x14 returned 0 after 56 usecs
[ 4077.312486] sound pcmC0D9p: PM: do_pcm_suspend+0x0/0x23 returned 0 after 0 usecs
[ 4077.312488] sound pcmC0D8p: PM: calling do_pcm_suspend+0x0/0x23 @ 9381, parent: card0
[ 4077.312491] sound pcmC0D8p: PM: do_pcm_suspend+0x0/0x23 returned 0 after 0 usecs
[ 4077.312494] sound pcmC0D7p: PM: calling do_pcm_suspend+0x0/0x23 @ 9381, parent: card0
[ 4077.312498] sound pcmC0D7p: PM: do_pcm_suspend+0x0/0x23 returned 0 after 0 usecs
[ 4077.312501] sound pcmC0D3p: PM: calling do_pcm_suspend+0x0/0x23 @ 9381, parent: card0
[ 4077.312504] sound pcmC0D3p: PM: do_pcm_suspend+0x0/0x23 returned 0 after 0 usecs
[ 4077.312508] dmic-codec dmic-codec: PM: calling platform_pm_suspend+0x0/0x4a @ 9381, parent: 0000:04:00.5
[ 4077.312513] dmic-codec dmic-codec: PM: platform_pm_suspend+0x0/0x4a returned 0 after 0 usecs
[ 4077.312517] sof_mach rt5682s-hs-rt1019: PM: calling platform_pm_suspend+0x0/0x4a @ 9381, parent: 0000:04:00.5
[ 4077.312520] sof_mach rt5682s-hs-rt1019: PM: platform_pm_suspend+0x0/0x4a returned 0 after 0 usecs
[ 4077.312524] rfkill rfkill0: PM: calling rfkill_suspend+0x0/0x21 @ 9381, parent: phy0
[ 4077.312527] rfkill rfkill0: PM: rfkill_suspend+0x0/0x21 returned 0 after 0 usecs
[ 4077.312534] platform regulatory.0: PM: calling platform_pm_suspend+0x0/0x4a @ 9381, parent: platform
[ 4077.312537] platform regulatory.0: PM: platform_pm_suspend+0x0/0x4a returned 0 after 0 usecs
[ 4077.312532] ieee80211 phy0: PM: calling wiphy_suspend+0x0/0x123 [cfg80211] @ 8261, parent: 0000:01:00.0
[ 4077.312541] cros-ec-sensors cros-ec-accel.10.auto: PM: calling platform_pm_suspend+0x0/0x4a @ 9381, parent: cros-ec-sensorhub.2.auto
[ 4077.312544] cros-ec-sensors cros-ec-accel.10.auto: PM: platform_pm_suspend+0x0/0x4a returned 0 after 0 usecs
[ 4077.312553] input input7: PM: calling input_dev_suspend+0x0/0x47 @ 9381, parent: 0018:27C6:0D50.0001
[ 4077.312554] wlan0: deauthenticating from bc:9f:e4:05:7f:93 by local choice (Reason: 3=DEAUTH_LEAVING)
[ 4077.312557] input input7: PM: input_dev_suspend+0x0/0x47 returned 0 after 0 usecs
[ 4077.312560] usb 1-2: PM: calling usb_dev_suspend+0x0/0x14 @ 9388, parent: usb1
[ 4077.312561] input input6: PM: calling input_dev_suspend+0x0/0x47 @ 9381, parent: 0018:27C6:0D50.0001
[ 4077.312564] usb 1-2: PM: usb_dev_suspend+0x0/0x14 returned 0 after 0 usecs
[ 4077.312565] input input6: PM: input_dev_suspend+0x0/0x47 returned 0 after 0 usecs
[ 4077.312568] usb 5-1: PM: calling usb_dev_suspend+0x0/0x14 @ 9388, parent: usb5
[ 4077.312569] input input5: PM: calling input_dev_suspend+0x0/0x47 @ 9381, parent: PRP0001:01
[ 4077.312572] input input5: PM: input_dev_suspend+0x0/0x47 returned 0 after 0 usecs
[ 4077.312575] cros-ec-pd-update cros-ec-pd-update.9.auto: PM: calling platform_pm_suspend+0x0/0x4a @ 9381, parent: cros-ec-dev.1.auto
[ 4077.312579] cros-ec-pd-update cros-ec-pd-update.9.auto: PM: platform_pm_suspend+0x0/0x4a returned 0 after 0 usecs
[ 4077.312583] input input4: PM: calling input_dev_suspend+0x0/0x47 @ 9381, parent: GOOG0007:00
[ 4077.312586] input input4: PM: input_dev_suspend+0x0/0x47 returned 0 after 0 usecs
[ 4077.312589] cros-ec-keyb GOOG0007:00: PM: calling acpi_subsys_suspend+0x0/0x55 @ 9381, parent: GOOG0004:00
[ 4077.312593] cros-ec-keyb GOOG0007:00: PM: acpi_subsys_suspend+0x0/0x55 returned 0 after 0 usecs
[ 4077.312597] platform microcode: PM: calling platform_pm_suspend+0x0/0x4a @ 9381, parent: platform
[ 4077.312600] platform microcode: PM: platform_pm_suspend+0x0/0x4a returned 0 after 0 usecs
[ 4077.312606] snd-soc-dummy snd-soc-dummy: PM: calling platform_pm_suspend+0x0/0x4a @ 9381, parent: platform
[ 4077.312609] snd-soc-dummy snd-soc-dummy: PM: platform_pm_suspend+0x0/0x4a returned 0 after 0 usecs
[ 4077.312615] leds chromeos::kbd_backlight: PM: calling led_suspend+0x0/0x3f @ 9381, parent: GOOG0002:00
[ 4077.312868] usb 5-1: PM: usb_dev_suspend+0x0/0x14 returned 0 after 297 usecs
[ 4077.314147] leds chromeos::kbd_backlight: PM: led_suspend+0x0/0x3f returned 0 after 1528 usecs
[ 4077.314153] cros-ec-sysfs cros-ec-sysfs.8.auto: PM: calling platform_pm_suspend+0x0/0x4a @ 9381, parent: cros-ec-dev.1.auto
[ 4077.314157] cros-ec-sysfs cros-ec-sysfs.8.auto: PM: platform_pm_suspend+0x0/0x4a returned 0 after 0 usecs
[ 4077.314160] cros-ec-pd-sysfs cros-ec-pd-sysfs.7.auto: PM: calling platform_pm_suspend+0x0/0x4a @ 9381, parent: cros-ec-dev.1.auto
[ 4077.314163] cros-ec-pd-sysfs cros-ec-pd-sysfs.7.auto: PM: platform_pm_suspend+0x0/0x4a returned 0 after 0 usecs
[ 4077.314167] cros-ec-debugfs cros-ec-debugfs.6.auto: PM: calling platform_pm_suspend+0x0/0x4a @ 9381, parent: cros-ec-dev.1.auto
[ 4077.314170] cros-ec-debugfs cros-ec-debugfs.6.auto: PM: platform_pm_suspend+0x0/0x4a returned 0 after 0 usecs
[ 4077.314173] cros-ec-chardev cros-ec-chardev.5.auto: PM: calling platform_pm_suspend+0x0/0x4a @ 9381, parent: cros-ec-dev.1.auto
[ 4077.314176] cros-ec-chardev cros-ec-chardev.5.auto: PM: platform_pm_suspend+0x0/0x4a returned 0 after 0 usecs
[ 4077.314180] cros-usbpd-logger cros-usbpd-logger.4.auto: PM: calling platform_pm_suspend+0x0/0x4a @ 9381, parent: cros-ec-dev.1.auto
[ 4077.314183] cros-usbpd-logger cros-usbpd-logger.4.auto: PM: platform_pm_suspend+0x0/0x4a returned 0 after 0 usecs
[ 4077.314189] cros-usbpd-charger cros-usbpd-charger.3.auto: PM: calling platform_pm_suspend+0x0/0x4a @ 9381, parent: cros-ec-dev.1.auto
[ 4077.314192] cros-usbpd-charger cros-usbpd-charger.3.auto: PM: platform_pm_suspend+0x0/0x4a returned 0 after 0 usecs
[ 4077.314196] cros-ec-sensorhub cros-ec-sensorhub.2.auto: PM: calling platform_pm_suspend+0x0/0x4a @ 9381, parent: cros-ec-dev.1.auto
[ 4077.315391] cros-ec-sensorhub cros-ec-sensorhub.2.auto: PM: platform_pm_suspend+0x0/0x4a returned 0 after 1191 usecs
[ 4077.315396] cros-ec-dev cros-ec-dev.1.auto: PM: calling platform_pm_suspend+0x0/0x4a @ 9381, parent: GOOG0004:00
[ 4077.315399] cros-ec-dev cros-ec-dev.1.auto: PM: platform_pm_suspend+0x0/0x4a returned 0 after 0 usecs
[ 4077.315403] ramoops ramoops.0: PM: calling platform_pm_suspend+0x0/0x4a @ 9381, parent: platform
[ 4077.315406] ramoops ramoops.0: PM: platform_pm_suspend+0x0/0x4a returned 0 after 0 usecs
[ 4077.315410] leds input3::scrolllock: PM: calling led_suspend+0x0/0x3f @ 9381, parent: input3
[ 4077.315413] leds input3::scrolllock: PM: led_suspend+0x0/0x3f returned 0 after 0 usecs
[ 4077.315416] leds input3::capslock: PM: calling led_suspend+0x0/0x3f @ 9381, parent: input3
[ 4077.315419] leds input3::capslock: PM: led_suspend+0x0/0x3f returned 0 after 0 usecs
[ 4077.315422] leds input3::numlock: PM: calling led_suspend+0x0/0x3f @ 9381, parent: input3
[ 4077.315424] leds input3::numlock: PM: led_suspend+0x0/0x3f returned 0 after 0 usecs
[ 4077.315428] input input3: PM: calling input_dev_suspend+0x0/0x47 @ 9381, parent: serio0
[ 4077.315431] input input3: PM: input_dev_suspend+0x0/0x47 returned 0 after 0 usecs
[ 4077.315454] gsmi gsmi: PM: calling platform_pm_suspend+0x0/0x4a @ 9381, parent: platform
[ 4077.315457] gsmi gsmi: PM: platform_pm_suspend+0x0/0x4a returned 0 after 0 usecs
[ 4077.315461] sp5100-tco sp5100-tco: PM: calling platform_pm_suspend+0x0/0x4a @ 9381, parent: platform
[ 4077.315464] sp5100-tco sp5100-tco: PM: platform_pm_suspend+0x0/0x4a returned 0 after 0 usecs
[ 4077.315472] alarmtimer alarmtimer.0.auto: PM: calling platform_pm_suspend+0x0/0x4a @ 9381, parent: rtc0
[ 4077.315627] alarmtimer alarmtimer.0.auto: PM: platform_pm_suspend+0x0/0x4a returned 0 after 152 usecs
[ 4077.315637] atkbd serio0: PM: calling serio_suspend+0x0/0x1d @ 9381, parent: i8042
[ 4077.316720] atkbd serio0: PM: serio_suspend+0x0/0x1d returned 0 after 1074 usecs
[ 4077.316724] i8042 i8042: PM: calling platform_pm_suspend+0x0/0x4a @ 9381, parent: platform
[ 4077.316728] i8042 i8042: PM: platform_pm_suspend+0x0/0x4a returned 0 after 0 usecs
[ 4077.316740] usb usb6: PM: calling usb_dev_suspend+0x0/0x14 @ 9388, parent: 0000:05:00.0
[ 4077.316745] platform Fixed MDIO bus.0: PM: calling platform_pm_suspend+0x0/0x4a @ 9381, parent: platform
[ 4077.316746] usb usb6: PM: usb_dev_suspend+0x0/0x14 returned 0 after 0 usecs
[ 4077.316748] platform Fixed MDIO bus.0: PM: platform_pm_suspend+0x0/0x4a returned 0 after 0 usecs
[ 4077.316750] usb usb5: PM: calling usb_dev_suspend+0x0/0x14 @ 525, parent: 0000:05:00.0
[ 4077.316812] usb usb2: PM: calling usb_dev_suspend+0x0/0x14 @ 9390, parent: 0000:04:00.3
[ 4077.316839] usb usb1: PM: calling usb_dev_suspend+0x0/0x14 @ 9391, parent: 0000:04:00.3
[ 4077.316880] backlight amdgpu_bl0: PM: calling backlight_suspend+0x0/0x79 @ 9381, parent: 0000:04:00.0
[ 4077.316886] [drm:dc_link_set_backlight_level] New Backlight level: 3084 (0xC0C)
[ 4077.316893] [drm:amdgpu_dm_backlight_update_status] DM: Failed to update backlight on eDP[0]
[ 4077.316895] backlight amdgpu_bl0: PM: backlight_suspend+0x0/0x79 returned 0 after 11 usecs
[ 4077.316898] usb usb1: PM: usb_dev_suspend+0x0/0x14 returned 0 after 48 usecs
[ 4077.316904] serial8250 serial8250: PM: calling platform_pm_suspend+0x0/0x4a @ 9381, parent: platform
[ 4077.316908] serial8250 serial8250: PM: platform_pm_suspend+0x0/0x4a returned 0 after 0 usecs
[ 4077.316915] input input1: PM: calling input_dev_suspend+0x0/0x47 @ 9381, parent: LNXPWRBN:00
[ 4077.316918] input input1: PM: input_dev_suspend+0x0/0x47 returned 0 after 0 usecs
[ 4077.316921] input input0: PM: calling input_dev_suspend+0x0/0x47 @ 9381, parent: PNP0C0D:00
[ 4077.316924] input input0: PM: input_dev_suspend+0x0/0x47 returned 0 after 0 usecs
[ 4077.316947] intel_rapl_msr intel_rapl_msr.0: PM: calling platform_pm_suspend+0x0/0x4a @ 9381, parent: platform
[ 4077.316951] intel_rapl_msr intel_rapl_msr.0: PM: platform_pm_suspend+0x0/0x4a returned 0 after 0 usecs
[ 4077.316950] snd_hda_intel 0000:04:00.1: PM: calling pci_pm_suspend+0x0/0x1da @ 9392, parent: 0000:00:08.1
[ 4077.316981] i8042 kbd 00:05: PM: calling pnp_bus_suspend+0x0/0x14 @ 9381, parent: pnp0
[ 4077.316985] i8042 kbd 00:05: PM: pnp_bus_suspend+0x0/0x14 returned 0 after 0 usecs
[ 4077.316988] system 00:04: PM: calling pnp_bus_suspend+0x0/0x14 @ 9381, parent: pnp0
[ 4077.316991] system 00:04: PM: pnp_bus_suspend+0x0/0x14 returned 0 after 0 usecs
[ 4077.316995] system 00:03: PM: calling pnp_bus_suspend+0x0/0x14 @ 9381, parent: pnp0
[ 4077.316997] system 00:03: PM: pnp_bus_suspend+0x0/0x14 returned 0 after 0 usecs
[ 4077.317000] system 00:02: PM: calling pnp_bus_suspend+0x0/0x14 @ 9381, parent: pnp0
[ 4077.317003] system 00:02: PM: pnp_bus_suspend+0x0/0x14 returned 0 after 0 usecs
[ 4077.317007] rtc_cmos 00:01: PM: calling pnp_bus_suspend+0x0/0x14 @ 9381, parent: pnp0
[ 4077.317032] snd_hda_intel 0000:04:00.1: PM: pci_pm_suspend+0x0/0x1da returned 0 after 74 usecs
[ 4077.317039] rtc_cmos 00:01: PM: pnp_bus_suspend+0x0/0x14 returned 0 after 29 usecs
[ 4077.317042] system 00:00: PM: calling pnp_bus_suspend+0x0/0x14 @ 9381, parent: pnp0
[ 4077.317045] system 00:00: PM: pnp_bus_suspend+0x0/0x14 returned 0 after 0 usecs
[ 4077.317050] platform chromeos_acpi: PM: calling platform_pm_suspend+0x0/0x4a @ 9381, parent: platform
[ 4077.317053] platform chromeos_acpi: PM: platform_pm_suspend+0x0/0x4a returned 0 after 0 usecs
[ 4077.317059] button LNXPWRBN:00: PM: calling acpi_button_suspend+0x0/0x19 @ 9381, parent: LNXSYSTM:00
[ 4077.317060] cr50_i2c i2c-GOOG0005:00: PM: calling acpi_subsys_suspend+0x0/0x55 @ 9392, parent: i2c-3
[ 4077.317063] button LNXPWRBN:00: PM: acpi_button_suspend+0x0/0x19 returned 0 after 0 usecs
[ 4077.317064] rt1019 i2c-10EC1019:01: PM: calling acpi_subsys_suspend+0x0/0x55 @ 9393, parent: i2c-2
[ 4077.317069] cr50_i2c i2c-GOOG0005:00: PM: acpi_subsys_suspend+0x0/0x55 returned 0 after 0 usecs
[ 4077.317072] coreboot_table BOOT0000:00: PM: calling acpi_subsys_suspend+0x0/0x55 @ 9381, parent: platform
[ 4077.317074] rt1019 i2c-10EC1019:01: PM: acpi_subsys_suspend+0x0/0x55 returned 0 after 0 usecs
[ 4077.317077] coreboot_table BOOT0000:00: PM: acpi_subsys_suspend+0x0/0x55 returned 0 after 0 usecs
[ 4077.317076] rt1019 i2c-10EC1019:00: PM: calling acpi_subsys_suspend+0x0/0x55 @ 9392, parent: i2c-2
[ 4077.317081] platform GOOG0016:00: PM: calling platform_pm_suspend+0x0/0x4a @ 9381, parent: platform
[ 4077.317080] rt5682s i2c-RTL5682:00: PM: calling acpi_subsys_suspend+0x0/0x55 @ 9394, parent: i2c-2
[ 4077.317083] rt1019 i2c-10EC1019:00: PM: acpi_subsys_suspend+0x0/0x55 returned 0 after 0 usecs
[ 4077.317084] platform GOOG0016:00: PM: platform_pm_suspend+0x0/0x4a returned 0 after 0 usecs
[ 4077.317089] chromeos-keyboard-leds GOOG0002:00: PM: calling acpi_subsys_suspend+0x0/0x55 @ 9381, parent: platform
[ 4077.317088] rt5682s i2c-RTL5682:00: PM: acpi_subsys_suspend+0x0/0x55 returned 0 after 0 usecs
[ 4077.317089] i2c_hid_acpi i2c-GXTP7863:00: PM: calling acpi_subsys_suspend+0x0/0x55 @ 9392, parent: i2c-0
[ 4077.317092] chromeos-keyboard-leds GOOG0002:00: PM: acpi_subsys_suspend+0x0/0x55 returned 0 after 0 usecs
[ 4077.317095] amd_pmc AMDI0005:00: PM: calling acpi_subsys_suspend+0x0/0x55 @ 9381, parent: platform
[ 4077.317099] amd_pmc AMDI0005:00: PM: acpi_subsys_suspend+0x0/0x55 returned 0 after 0 usecs
[ 4077.317102] platform GOOG0014:00: PM: calling platform_pm_suspend+0x0/0x4a @ 9381, parent: GOOG0004:00
[ 4077.317105] platform GOOG0014:00: PM: platform_pm_suspend+0x0/0x4a returned 0 after 0 usecs
[ 4077.317108] cros-usbpd-notify-acpi GOOG0003:00: PM: calling acpi_subsys_suspend+0x0/0x55 @ 9381, parent: GOOG0004:00
[ 4077.317110] cros-usbpd-notify-acpi GOOG0003:00: PM: acpi_subsys_suspend+0x0/0x55 returned 0 after 0 usecs
[ 4077.317114] cros_ec_lpcs GOOG0004:00: PM: calling acpi_subsys_suspend+0x0/0x55 @ 9381, parent: PNP0C09:00
[ 4077.317117] cros_ec_lpcs GOOG0004:00: PM: acpi_subsys_suspend+0x0/0x55 returned 0 after 0 usecs
[ 4077.317123] platform PNP0C0A:00: PM: calling platform_pm_suspend+0x0/0x4a @ 9381, parent: PNP0C09:00
[ 4077.317125] platform PNP0C0A:00: PM: platform_pm_suspend+0x0/0x4a returned 0 after 0 usecs
[ 4077.317128] platform ACPI0003:00: PM: calling platform_pm_suspend+0x0/0x4a @ 9381, parent: PNP0C09:00
[ 4077.317131] platform ACPI0003:00: PM: platform_pm_suspend+0x0/0x4a returned 0 after 0 usecs
[ 4077.317134] platform PNP0C0D:00: PM: calling platform_pm_suspend+0x0/0x4a @ 9381, parent: PNP0C09:00
[ 4077.317136] platform PNP0C0D:00: PM: platform_pm_suspend+0x0/0x4a returned 0 after 0 usecs
[ 4077.317139] platform PNP0C09:00: PM: calling platform_pm_suspend+0x0/0x4a @ 9381, parent: 0000:00:14.3
[ 4077.317142] platform PNP0C09:00: PM: platform_pm_suspend+0x0/0x4a returned 0 after 0 usecs
[ 4077.317145] platform PNP0C04:00: PM: calling platform_pm_suspend+0x0/0x4a @ 9381, parent: 0000:00:14.3
[ 4077.317148] platform PNP0C04:00: PM: platform_pm_suspend+0x0/0x4a returned 0 after 0 usecs
[ 4077.317158] pci 0000:04:00.7: PM: calling pci_pm_suspend+0x0/0x1da @ 9394, parent: 0000:00:08.1
[ 4077.317161] platform AMD0040:00: PM: calling platform_pm_suspend+0x0/0x4a @ 9381, parent: platform
[ 4077.317163] platform AMD0040:00: PM: platform_pm_suspend+0x0/0x4a returned 0 after 0 usecs
[ 4077.317167] pci 0000:04:00.7: PM: pci_pm_suspend+0x0/0x1da returned 0 after 0 usecs
[ 4077.317168] clk-fch clk-fch: PM: calling platform_pm_suspend+0x0/0x4a @ 9381, parent: AMD0040:00
[ 4077.317171] clk-fch clk-fch: PM: platform_pm_suspend+0x0/0x4a returned 0 after 0 usecs
[ 4077.317175] snd_sof_amd_rembrandt 0000:04:00.5: PM: calling pci_pm_suspend+0x0/0x1da @ 9394, parent: 0000:00:08.1
[ 4077.317176] gpio-keys PRP0001:01: PM: calling acpi_subsys_suspend+0x0/0x55 @ 9381, parent: AMDI0010:01
[ 4077.317191] snd_sof_amd_rembrandt 0000:04:00.5: PM: pci_pm_suspend+0x0/0x1da returned 0 after 8 usecs
[ 4077.317194] gpio-keys PRP0001:01: PM: acpi_subsys_suspend+0x0/0x55 returned 0 after 14 usecs
[ 4077.317199] platform AMDI0020:04: PM: calling platform_pm_suspend+0x0/0x4a @ 9381, parent: platform
[ 4077.317202] platform AMDI0020:04: PM: platform_pm_suspend+0x0/0x4a returned 0 after 0 usecs
[ 4077.317206] platform AMDI0020:03: PM: calling platform_pm_suspend+0x0/0x4a @ 9381, parent: platform
[ 4077.317209] platform AMDI0020:03: PM: platform_pm_suspend+0x0/0x4a returned 0 after 0 usecs
[ 4077.317212] platform AMDI0020:02: PM: calling platform_pm_suspend+0x0/0x4a @ 9381, parent: platform
[ 4077.317212] ccp 0000:04:00.2: PM: calling pci_pm_suspend+0x0/0x1da @ 9396, parent: 0000:00:08.1
[ 4077.317215] platform AMDI0020:02: PM: platform_pm_suspend+0x0/0x4a returned 0 after 0 usecs
[ 4077.317219] ccp 0000:04:00.2: PM: pci_pm_suspend+0x0/0x1da returned 0 after 1 usecs
[ 4077.317220] dw-apb-uart AMDI0020:01: PM: calling acpi_subsys_suspend+0x0/0x55 @ 9381, parent: platform
[ 4077.317229] amdgpu 0000:04:00.0: PM: calling pci_pm_suspend+0x0/0x1da @ 9396, parent: 0000:00:08.1
[ 4077.317231] nvme 0000:02:00.0: PM: calling pci_pm_suspend+0x0/0x1da @ 9397, parent: 0000:00:02.2
[ 4077.317247] amdgpu 0000:04:00.0: [drm:drm_atomic_state_init] Allocated atomic state 00000000f7298ac5
[ 4077.317255] amdgpu 0000:04:00.0: [drm:drm_atomic_get_crtc_state] Added [CRTC:67:crtc-0] 00000000d4b2d48e state to 00000000f7298ac5
[ 4077.317261] [drm:drm_mode_object_get] OBJ ID: 107 (1)
[ 4077.317266] amdgpu 0000:04:00.0: [drm:drm_atomic_get_crtc_state] Added [CRTC:70:crtc-1] 00000000ca39fb8f state to 00000000f7298ac5
[ 4077.317271] amdgpu 0000:04:00.0: [drm:drm_atomic_get_crtc_state] Added [CRTC:73:crtc-2] 00000000784dff8c state to 00000000f7298ac5
